Title,Acronym,CORE2023,CORE2021,CORE2020,CORE2018,CORE2017,CORE2014,CORE2013,ERA2010,h5_index,h5_median
Information Visualization in Biomedical Informatics,IVBI,C,C,C,C,C,C,C,C,,
Informing Science and Information Technology Education,InSITE,C,C,C,C,C,C,C,C,,
Innovations in Theoretical Computer Science,ITCS,A,A,A,A,,,,,35.0,44.0
Innovative Applications in AI,IAAI,C,B,B,B,B,B,B,B,,
Institute for Small Business and Entrepreneurship Annual Conference,ISBE,,,,C,C,C,C,C,,
Int. Workshop on Formal Methods for Industrial Critical Systems,FMICS,C,C,C,C,C,C,C,C,,
Int. Workshop on Multi-Media Data Base Management Systems,IW-MMDBMS,,,,C,C,C,C,C,,
Integrated Data Environments Australia Workshop,IDEAW,,,,Australasian,Australasian,Australasian,Australasian,C,,
Integrated Formal Methods,IFM,B,B,B,B,B,B,B,B,12.0,17.0
Integration of Software Engineering and Agent Technology,ISEAT,,,,B,B,B,B,B,,
"Intelligence Tools, Data Mining, Visualization",IDV,,,,C,C,C,C,C,,
Intelligent Data Analysis,IDA,B,B,A,A,A,A,A,A,20.0,33.0
Intelligent Distributed Computing,IDC,Unranked,Unranked,Unranked,Unranked,,,,,13.0,22.0
"Intelligent Multimedia, Computing and Communications Technologies and Applications of the Future",CCTAF,,,,C,C,C,C,,,
Intelligent Systems in Molecular Biology,ISMB,journal published,journal published,A,A,A,A,A,A,,
Intelligent Vehicles Conference,IEEE-IV,B,B,B,B,B,B,B,,,
Intelligent Virtual Agents,IVA,B,B,B,B,B,B,B,B,23.0,33.0
Intenational Environmental Modelling and Software Society,iEMSs,C,C,C,C,C,C,C,,,
Interaction,Interaction,,,,C,C,C,C,C,129.0,183.0
Interaction Design and Children (ACM),IDC,B,,,,,,,B,33.0,49.0
Interactive Entertainment,IE,Australasian C,Australasian C,Australasian C,Australasian,B,B,B,B,21.0,33.0
International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,A,A,,,,,,,,
International Atlantic Web Intelligence Conference,AWIC,,,,C,C,C,C,C,,
International Baltic Conference on Databases and Information Systems,DB&IS,Regional - Baltic,Regional - Baltic,Regional - Baltic,Regional - Baltic,B,B,B,B,,
International Business Information Management,IBIMA,,,,B,B,B,B,B,24.0,38.0
International CSI Computer Conference,CSICC,National: Iran,National: Iran,National: Iran,C,C,C,C,C,,
International Cognitive Robotics Conference,COGROBO,,,,B,B,B,B,B,,
International Colloquium on Automata Languages and Programming,ICALP,A,A,A,A,A,A,A,A,33.0,45.0
"International Colloquium on Data Sciences, Knowledge Discovery and Business Intelligence",DSKDB,,,,C,C,C,C,C,,
International Colloquium on Structural Information and Communication Complexity,SIROCCO,B,B,B,B,B,B,B,B,11.0,15.0
International Colloquium on Theoretical Aspects of Computing,ICTAC,C,B,B,B,B,B,B,B,10.0,12.0
International Command and Control Research and Technology Symposium,CCRTS,,,,C,C,C,C,,,
International Computer Science Conference,ICSC,,,,B,B,B,B,B,61.0,93.0
International Computer Science Symposium in Russia,CSR,National: Russia,National: Russia,National: Russia,C,C,C,C,C,10.0,15.0
International Computer Software and Applications Conference,COMPSAC,B,B,B,B,B,B,B,B,29.0,45.0
International Computer Symposium Conference,ICSC2,,,,A,A,A,A,,291.0,484.0
International Computer Symposium Workshop,WICS,,,,C,C,C,C,,,
International Computing Education Research Workshop,ICER,A,B,B,B,B,B,B,B,32.0,52.0
"International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z (Previously International Conference of B and Z Users, ZB, changed in 2008)",ABZ,C,C,C,C,C,C,C,C,,
"International Conference Computer Graphics, Imaging and Visualization",CGIV,,,,C,C,C,C,C,,
International Conference Formal Concept Analysis Conference,ICFCA,C,C,C,C,C,C,C,C,,
"International Conference Imaging Science, Systems and Technology",CISST,,,,C,C,C,C,C,,
International Conference Information Systems Architecture and Technology,ISAT,,National:Poland,,,,,,,,
International Conference Software and Systems Engineering and their Applications,ICSSEA,,,,C,C,C,C,C,,
International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region,HPC Asia,C,C,B,B,B,B,B,B,,
International Conference and Workshops on Algorithms and Computation,WALCOM,B,B,C,C,C,C,C,C,9.0,17.0
"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,A,A,A,A,A,A,A,A,50.0,89.0
International Conference in Business Process Management,BPM,A,A,A,A,A,A,A,A,,
International Conference in Methodologies and Intelligent Systems for Technology Enhanced Learning,MIS4TEL,National: Spain,Unranked,,,,,,,,
International Conference of Asian Digital Libraries,ICADL,,,,A,A,A,A,,,
International Conference of Society for Group Decision and Negotiation,GDN,,,,B,B,B,B,B,,
International Conference of the Immersive Learning Research Network,iLRN,C,C,,,,,,,18.0,27.0
International Conference on 3G Mobile Communication Technologies,3G,,,,C,C,C,C,C,,
International Conference on AD-HOC Networks and Wireless,ADHOC-NOW,,C,B,B,B,B,B,B,16.0,29.0
International Conference on AI in Design,AID,,,,A,A,A,A,,8.0,11.0
International Conference on Adaptive and Natural Computing Algorithms,ICANNGA,,,,C,C,C,C,C,,
International Conference on Advanced Communications and Computation,INFOCOMP,Unranked,Unranked,Unranked,Unranked,Unranked,Unranked,,,48.0,68.0
International Conference on Advanced Computing and Communications,AdCom,National: India,National: India,National: India,B,B,B,B,B,48.0,68.0
International Conference on Advanced Data Mining and Applications,ADMA,C,B,B,B,B,B,B,B,11.0,15.0
International Conference on Advanced Information Management,IMS,,,,C,C,C,C,C,27.0,38.0
International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,B,B,B,B,B,B,B,B,21.0,25.0
International Conference on Advanced Information Systems Engineering,CaiSE,A,A,A,A,A,A,A,A,27.0,38.0
International Conference on Advanced Language Processing and Web Information Technology,ALPIT,,,,C,C,C,C,C,,
International Conference on Advanced Technologies For Signal & Image Processing,ATSIP,National: Tunisia,National: Tunisia,,,,,,,13.0,17.0
International Conference on Advanced and Trusted Computing (was International Conference on Autonomic and Trusted Computing),ATC,C,C,C,C,C,C,C,C,,
International Conference on Advances in Computer-Human Interactions,ACHI,C,C,C,C,C,C,C,C,,
"International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet",SSGRR,,,,C,C,C,C,C,,
International Conference on Advances in Intelligent Systems: Theory and Applications,AISTA,,,,B,B,B,B,B,,
International Conference on Advances in Mobile Computing and Multimedia,MOMM,C,B,B,B,B,B,B,B,,
International Conference on Advances in Pattern Recognition and Digital Techniques,ICAPRDT,,,,C,C,C,C,C,,
International Conference on Affective Computing and Intelligent,ACII,C,C,C,C,C,C,C,C,30.0,41.0
International Conference on Agents and Artificial Intelligence,ICAART,B,B,C,C,C,C,C,C,21.0,38.0
"International Conference on Agile Software Development (chnaged in 2010, was International Conference on extreme Programming and Flexible Processes in Software Engineering)",XP,,,,B,B,B,B,B,24.0,36.0
International Conference on Algebraic and Logic Programming,ALP,,,,B,B,B,B,B,,
International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,C,B,B,B,B,B,B,B,12.0,17.0
International Conference on Algorithms and Complexity (was Italian Conference ),CIAC,C,C,C,C,C,C,C,C,,
"International Conference on Ambient Systems, Networks and Technologies",ANT,Unranked,Unranked,Unranked,Unranked,,,,,,
"International Conference on Analysis of Images, Social Networks and Texts",AIST,National: Russia,National: Russia,,,,,,,11.0,18.0
"International Conference on Application-specific Systems, Architectures and Processors",ASAP,,,,A,A,A,A,A,20.0,25.0
International Conference on Applications of Evolutionary Computation,EvoApplications,B,B,,,,,,,17.0,25.0
International Conference on Applications of Prolog (no information after 2013),INAP,,,,,,C,C,,,
International Conference on Applied Cryptography and Network Security,ACNS,B,B,B,B,B,B,B,B,28.0,49.0
International Conference on Artificial Intelligence,IC-AI,National: USA,National: USA,National: USA,C,C,C,C,C,220.0,341.0
International Conference on Artificial Intelligence and Law,ICAIL,C,C,C,C,C,C,C,C,31.0,53.0
International Conference on Artificial Intelligence and Pattern Recognition,AIPR,,,,C,C,C,C,C,26.0,38.0
International Conference on Artificial Intelligence and Soft Computing,ICAISC,National: Poland,National: Poland,National: Poland,C,C,C,C,C,16.0,19.0
International Conference on Artificial Intelligence and Statistics,AISTATS,A,A,A,A,A,A,B,B,100.0,162.0
International Conference on Artificial Intelligence in Education,AIED,A,A,A,A,A,A,A,,41.0,63.0
International Conference on Artificial Intelligence in Medicine,AIME,B,B,B,B,B,A,A,A,78.0,124.0
"International Conference on Artificial Intelligence in Music, Sound, Art and Design",EvoMUSART,C,,,,,,,,,
International Conference on Artificial Intelligence in Science and Technology,AISAT,,,,C,C,C,C,C,,
"International Conference on Artificial Intelligence: Methodology, Systems, Applications",AIMSA,National: Bulgaria,National: Bulgaria,National: Bulgaria,Unranked,Unranked,Unranked,,,,
International Conference on Artificial Neural Networks,ICANN,C,C,B,B,B,B,B,B,32.0,47.0
International Conference on Artificial Neural Networks and Genetic Algorithms,ICANNGA,,,,C,C,C,C,,,
International Conference on Artificial Reality and Telexistance & Eurographics Symposium on Virtual Environments,EGVE,C,B,B,B,B,B,B,B,,
International Conference on Artificial Reality and Telexistence,ICAT,,,,,B,B,B,B,11.0,15.0
International Conference on Automated Deduction,CADE,A,A,A,A,A,A,A,A,24.0,36.0
International Conference on Automated Planning and Scheduling,ICAPS,A*,A*,A*,A*,A*,A*,A*,A,35.0,49.0
"International Conference on Availability, Reliability and Security",ARES,B,B,B,B,B,B,B,B,34.0,53.0
"International Conference on Broadband Communications, Networks and Systems",Broadnets,C,B,B,B,B,B,B,B,,
International Conference on Business Information Systems,BIS,,,,B,B,B,B,B,24.0,38.0
"International Conference on CAD/CAM, Robotics and Factories of the Future",RFF,,,,C,C,C,C,C,,
International Conference on COMmunication Systems & NETworkS,COMSNETS,National:India,National:India,,,,,,,28.0,37.0
International Conference on Case-Based Reasoning,ICCBR,C,B,B,B,B,C,C,C,17.0,24.0
International Conference on Chinese Computing,ICCC,,,,C,C,C,C,C,,
International Conference on Cloud Computing and Services Science,CLOSER,C,C,,,,,,,15.0,28.0
"International Conference on Collaborative Computing: Networks, Applications and Worksharing",CollaborateCom,C,C,C,C,C,C,C,C,11.0,14.0
International Conference on Communication System Software and Middleware,COMSWARE,,,,C,C,C,C,C,,
International Conference on Communication Systems and Applications,ICCSA,C,C,C,C,C,C,C,,,
International Conference on Communications in Computing,CIC,,,,C,C,C,C,C,80.0,115.0
International Conference on Compiler Construction,CC,B,B,A,A,A,A,A,A,,
"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,B,B,A,A,A,A,A,A,,
International Conference on Complex Systems,CxS,,,,C,C,C,C,C,15.0,23.0
"International Conference on Complex, Intelligent and Software Intensive Systems",CISIS,C,C,C,C,C,C,C,C,15.0,23.0
"International Conference on Complexity, Future Information Systems and Risk",COMPLEXIS,C,C,,,,,,,,
International Conference on Computability and Complexity in Analysis,CCA,C,C,C,C,C,C,C,C,,
International Conference on Computational Collective Intelligence,ICCCI,B,B,C,C,C,C,C,C,15.0,21.0
International Conference on Computational Creativity,ICCC,C,Unranked,Unranked,Unranked,,,,,19.0,27.0
International Conference on Computational Engineering Science,ICES,,,,C,C,C,C,C,22.0,30.0
International Conference on Computational Intelligence and Multimedia,ICCIMA,,,,C,C,C,C,C,,
International Conference on Computational Intelligence and Security,CIS,National: China,National: China,National: China,C,C,C,C,C,12.0,18.0
International Conference on Computational Intelligence and Software Engineering,CISE,,,,,,C,C,C,13.0,20.0
"International Conference on Computational Intelligence for Modelling, Control and Automation",CIMCA,,,,C,C,C,C,C,,
"International Conference on Computational Intelligence, Robotics and Autonomous Systems",CIRAS,,,,C,C,C,C,C,3.0,7.0
International Conference on Computational Linguistics,COLING,B,A,A,A,A,A,A,A,65.0,93.0
International Conference on Computational Molecular Biology,RECOMB,B,B,B,B,B,B,B,B,21.0,34.0
International Conference on Computational Science,ICCS,Multiconference,A,A,A,A,A,A,A,45.0,74.0
International Conference on Computational Science and its Applications,ICCSA,C,C,C,C,C,C,C,C,28.0,37.0
International Conference on Computational Semiotics for Games and New Media,Cosign,,,,C,C,C,C,C,,
International Conference on Computer Analysis of Images and Patterns,CAIP,C,B,B,B,B,B,B,B,16.0,24.0
International Conference on Computer Communication and Networks,ICCCN,B,B,A,A,A,A,A,,28.0,36.0
"International Conference on Computer Graphics, Virtual Reality, Visualisation and Interaction in Africa",AFRIGRAPH,,,,C,C,C,C,C,,
International Conference on Computer Information Systems and Industrial Management Applications,CISIM,,,,C,C,C,C,C,13.0,23.0
"International Conference on Computer Safety, Reliability and Security",SAFECOMP,B,B,B,B,B,B,B,B,20.0,38.0
International Conference on Computer Supported Cooperative Work in Design,CSCWD,C,B,B,B,B,B,B,B,17.0,23.0
International Conference on Computer Supported Education,CSEDU,B,B,,,,,,,21.0,39.0
International Conference on Computer Theory and Applications,ICCTA,,,,C,C,C,C,C,31.0,46.0
International Conference on Computer Vision Systems,ICVS,C,C,C,C,C,C,C,C,14.0,26.0
International Conference on Computer Vision and Graphics,ICCVG,National: Poland,National: Poland,,,,,,,,
International Conference on Computer-Human Interaction Research and Applications,CHIRA,C,C,,,,,,,8.0,12.0
International Conference on Computers Helping People with Special Needs,ICCHP,C,C,C,C,C,C,C,C,12.0,14.0
International Conference on Computers and their Applications,CATA,National: USA,National: USA,National: USA,C,C,C,C,C,10.0,27.0
International Conference on Computers in Education,ICCE,C,B,B,B,B,B,B,B,21.0,39.0
International Conference on Computing and Combinatorics,COCOON,National:China,National:China,National:China,A,A,A,A,A,9.0,12.0
International Conference on Computing and Informatics,ICOCI,C,C,C,C,C,C,C,C,32.0,61.0
International Conference on Computing and Information,ICCI,,,,B,B,B,B,,28.0,54.0
International Conference on Conceptual Modelling,ER,A,A,A,A,A,A,A,A,20.0,32.0
International Conference on Conceptual Structures,ICCS,,B,B,B,B,B,B,B,,
International Conference on Concurrency Theory,CONCUR,A,A,A,A,A,A,A,A,18.0,22.0
"International Conference on Control, Automation, Robotics and Vision",ICARCV,C,C,A,A,A,A,A,A,13.0,16.0
"International Conference on Control, Decision and Information Technologies",CoDIT,C,C,,,,,,,19.0,22.0
International Conference on Convergence and Hybrid Information Technology,ICHIT,,,,C,C,C,C,C,,
International Conference on Cooperative Information Systems,CoopIS,B,B,A,A,A,A,A,A,,
International Conference on Coordination Models and Languages,Coordination,C,C,B,B,A,A,A,A,,
International Conference on Creating Connecting and Collaborating through Computing,C5,,,,C,C,C,C,C,,
International Conference on Cryptology and Network Security,CANS,B,B,B,B,B,B,B,B,46.0,66.0
International Conference on Cryptology in India,INDOCRYPT,National: India,National: India,National: India,National: Indian,B,B,B,B,17.0,27.0
International Conference on Cybercrime Forensics Education and Training,CFET,,,,C,C,C,C,C,,
International Conference on Cyberworlds (was International Symposium on Cyberworlds),CW,C,B,B,B,B,B,B,B,15.0,21.0
International Conference on Data Engineering,ICDE,A*,A*,A*,A*,A*,A*,A*,A,69.0,94.0
"International Conference on Data Science, Technology and Applications",DATA,C,C,,,,,,,10.0,21.0
International Conference on Database Systems for Advanced Applications,DASFAA,B,B,B,B,B,C,C,C,23.0,35.0
International Conference on Database Theory,ICDT,A,A,A,A,A,A,A,A,19.0,30.0
International Conference on Database and Expert Systems Applications,DEXA,C,B,B,B,B,B,B,B,15.0,32.0
International Conference on Decision Support Through Knowledge Management,DSTKM,,,,C,C,C,C,,,
International Conference on Declarative Programming and Knowledge Management (no information after 2013),INAP,,,,,,C,C,C,,
International Conference on Dependability of Computer Systems,DEPCoS,National: Poland,National: Poland,National: Poland,C,C,C,C,C,,
"International Conference on Dependable, Autonomic and Secure Computing",DASC,C,C,C,C,C,C,C,C,21.0,33.0
International Conference on Design Science Research in Information Systems and Technology,DESRIST,,,,A,A,A,A,A,15.0,21.0
"International Conference on Digital Content, Multimedia Technology and its Applications",IDC,,,,C,C,C,C,C,,
International Conference on Digital Economy,ICDEc,,,,Unranked,,,,,9.0,14.0
International Conference on Digital Government Research,DGO,,,,B,B,B,B,B,25.0,37.0
International Conference on Digital Society,ICDS,C,C,C,C,C,C,C,C,5.0,6.0
International Conference on Discrete Geometry for Computer Imagery,DGCI,,C,C,C,C,C,C,C,,
International Conference on Discrete Mathematics and Theoretical Computer Science,DMTCS,,,,B,B,B,B,B,15.0,20.0
International Conference on Distributed Computing Systems,ICDCS,A,A,A,A,A,A,A,A,48.0,72.0
International Conference on Distributed Computing and Artificial Intelligence,DCAI,National(Spain),National(Spain),,,,,,,27.0,39.0
International Conference on Distributed Computing and Internet Technologies,ICDCIT,National: India,National: India,National: India,C,C,C,C,C,15.0,19.0
International Conference on Distributed Computing and Networking,ICDCN,National: India,National: India,National: India,B,B,B,B,B,18.0,27.0
International Conference on Distributed Frameworks for Multimedia Applications,DFMA,,,,C,C,C,C,C,,
International Conference on Dublin Core and Metadata Applications,DC,C,C,C,C,C,C,C,C,3.0,4.0
International Conference on Electronic Commerce,ICEC,C,C,C,C,C,C,C,C,49.0,75.0
International Conference on Electronic Commerce and Web Technology,ECWeb,,,,B,B,B,B,B,13.0,18.0
International Conference on Electronic Voting,EVOTE,,,,C,C,C,C,C,,
International Conference on Email and Anti-Spam,CEAS,,,,B,B,B,B,B,,
International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),EWSN,B,B,A,A,A,A,A,A,17.0,23.0
International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,B,B,B,B,B,B,B,B,13.0,17.0
International Conference on Emerging Ubiquitous Systems and Pervasive Networks,EUSPN,Unranked,Unranked,Unranked,Unranked,,,,,,
International Conference on Engineering Applications of Neural Networks,EANN,C,C,C,C,C,C,C,C,17.0,25.0
International Conference on Engineering Education,ICEE,,,,C,C,C,C,C,24.0,30.0
International Conference on Enterprise Information Systems,ICEIS,,,,C,C,C,C,C,46.0,85.0
International Conference on Enterprise Information Systems and Web Technologies,EISWT,,,,C,C,C,C,C,,
International Conference on Enterprise Integration and Modelling Technology,ICEIMT,,,,C,C,C,C,C,,
International Conference on Entertainment Computing,ICEC,C,C,C,C,C,C,C,C,32.0,46.0
International Conference on Evaluation and Assessment in Software Engineering,EASE,A,A,A,A,A,A,A,A,25.0,36.0
International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,B,B,B,B,B,B,B,B,15.0,21.0
International Conference on Experimental Implementation of Quantum Computation,QuantCom,,,,C,C,C,C,C,,
International Conference on Field and Service Robotics,FSR,,,,A,A,A,A,A,,
International Conference on Formal Engineering Methods,ICFEM,C,B,B,B,B,B,B,B,11.0,16.0
International Conference on Formal Methods and Models for Co-Design,MEMOCODE,C,C,,,,,,,,
International Conference on Formal Methods for Open Object-Based Distributed Systems,FMOOD,,,,C,C,C,C,C,,
International Conference on Formal Ontology in Information Systems,FOIS,B,B,A,A,A,A,A,A,,
International Conference on Formal Structures for Computation and Deduction,FSCD,B,unranked:NEW,,,,,,,16.0,28.0
International Conference on Foundation on Data Organization,FODO,,,,A,A,A,A,A,,
International Conference on Frontiers of Handwriting Recognition,ICFHR,B,B,B,B,B,B,B,B,,
International Conference on Frontiers of Information Technology,FIT,National: Pakistan,National: Pakistan,National: Pakistan,C,C,C,C,C,15.0,20.0
International Conference on Functional Programming,ICFP,A,A,A*,A*,A*,A*,A*,A,,
International Conference on Fuzzy Systems and Knowledge Discovery,FSKD,,,,C,C,C,C,C,9.0,12.0
International Conference on Generative Programming and Component Engineering,GPCE,B,B,B,B,B,B,B,B,,
International Conference on Genetic Algorithms,ICGA,,,,B,B,B,B,B,,
International Conference on GeoComputation,GeoComp,,,,C,C,C,C,C,,
International Conference on Graph Transformations,ICGT,B,B,B,B,B,B,B,B,,
"International Conference on Green, Pervasive and Cloud Computing (was Grid and Pervasive Computing)",GPC,C,C,C,C,C,C,C,C,,
International Conference on Grid Computing and Applications,GCA,,,,C,C,C,C,C,,
International Conference on Grid and Cooperative Computing,GCC,,,,C,C,C,C,C,,
"International Conference on Grid computing, high-performance and Distributed Applications",GADA,,,,C,C,C,C,C,,
"International Conference on Hardware/Software Codesign and System Synthesis (previously ISSN, changed in 2003)",CODES+ISSS,C,C,C,C,C,C,C,C,,
International Conference on Health Informatics,Healthinf,,,,C,C,C,C,C,23.0,36.0
"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (was International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks)",Qshine,C,C,B,B,B,B,B,B,,
International Conference on High Performance Computing,HiPC,National: India,National: India,National: India,B,C,A,A,A,50.0,89.0
International Conference on High Performance Computing and Networking,HPCN,,,,B,B,B,B,,50.0,89.0
"International Conference on High Performance Computing, Networking and Communication Systems",HPCNCS,,,,B,B,B,B,B,,
International Conference on High Performance Scientific Computing,HPSC,National: Vietnam,National: Vietnam,National: Vietnam,C,C,C,C,C,,
International Conference on High-Performance Clustered Computing (International Conference on Linux Clusters),LCI,,,,C,C,C,C,C,,
International Conference on Human Factors in Computing Systems,CHI,A*,A*,A*,A*,A*,A*,A*,A,129.0,183.0
International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,B,B,B,B,B,B,B,B,,
International Conference on Hybrid Artificial Intelligence Systems,HAIS,National: Spain,National: Spain,National: Spain,C,C,C,C,C,11.0,18.0
International Conference on Hybrid Intelligent Systems,HIS,C,C,C,C,C,C,C,C,15.0,20.0
International Conference on IT Based Higher Education and Training,ITHET,,,,C,C,C,C,,,
International Conference on Image Analysis and Processing,ICIAP,National: Italy,National: Italy,National: Italy,Nationai: Italian,B,B,B,B,19.0,31.0
International Conference on Image Analysis and Recognition,ICIAR,,C,C,C,C,C,,,20.0,29.0
International Conference on Image and Graphics,ICIG,National: China,National: China,National: China,C,C,C,C,C,16.0,21.0
International Conference on Image and Signal Processing,ICISP,C,C,C,C,C,C,C,C,38.0,48.0
International Conference on Immersive Telecommunications,IMMERSCOM,,,,C,C,C,C,C,,
International Conference on Implementation and Application of Automata,CIAA,C,B,B,B,B,B,B,B,,
International Conference on Indoor Positioning and Indoor Navigation,IPIN,C,C,,,,,,,20.0,28.0
International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE,C,C,B,B,B,C,C,C,16.0,23.0
International Conference on Informatics & Data-Driven Medicine,IDDM,C,C,,,,,,,14.0,20.0
International Conference on Informatics Education and Research,AIS SIGED: IAIM,,,,B,B,B,B,B,4.0,7.0
"International Conference on Informatics in Control, Automation and Robotics",ICINCO,C,C,,,,,,,14.0,19.0
International Conference on Information Fusion,FUSION,C,C,C,C,C,C,C,C,134.0,214.0
International Conference on Information Processing and Management of Uncertainty,IPMU,C,C,C,C,C,C,C,C,12.0,17.0
International Conference on Information Quality,ICIQ,,,,Unranked,Unranked,Unranked,,,16.0,22.0
International Conference on Information Resources Management,Conf-IRM,,,,B,B,B,B,B,,
International Conference on Information Security and Assurance,ISA,,,,C,C,C,C,C,,
International Conference on Information Security and Cryptography,SECRYPT,C,B,B,B,B,B,B,B,46.0,66.0
International Conference on Information Security and Cryptology,ICISC,National: Korea,National: Korea,National: Korea,B,B,B,B,B,46.0,66.0
International Conference on Information Systems,ICIS,,,,A*,A*,A*,A*,A,49.0,77.0
International Conference on Information Systems Analysis and Synthesis,ISAS,,,,C,C,C,C,C,,
International Conference on Information Systems Development,ISD,,,,A,A,A,A,A,16.0,23.0
International Conference on Information Systems Security,ICISS,National: India,National: India,National: India,National: India,B,B,B,B,22.0,34.0
International Conference on Information Systems Security and Privacy,ICISSP,C,C,,,,,,,22.0,34.0
International Conference on Information Systems Technology and its Application,ISTA,,,,B,B,B,B,B,,
International Conference on Information Technology Interfaces,ITI,,,,C,C,C,C,C,,
International Conference on Information Technology and Applications,ICITA,Australasian C,Australasian C,Australasian C,C,C,C,C,C,11.0,15.0
International Conference on Information Technology in Regional Areas,ITiRA,,,,C,C,C,C,C,,
International Conference on Information Technology: Coding and Computing,ITCC,,,C,C,C,C,C,C,,
International Conference on Information Theoretic Security,ICITS,,,,C,C,C,C,C,46.0,66.0
International Conference on Information Visualisation,IV,C,B,B,B,B,B,B,B,15.0,22.0
International Conference on Information and Communication Technologies and Development,ICTD,C,C,C,C,C,C,C,C,27.0,41.0
International Conference on Information and Communication Technologies for Ageing Well and e-Health,ICT4AWE,C,C,,,,,,,11.0,14.0
International Conference on Information and Communication Technologies in Tourism,ENTER,C,C,C,C,C,C,C,C,,
International Conference on Information and Communications Security,ICICS,C,B,B,B,B,B,B,B,24.0,40.0
International Conference on Information and Communications Technology,ICICT,,,,C,C,C,C,C,31.0,39.0
International Conference on Information and Emerging Technologies,ICIET,,,,C,C,C,C,C,26.0,42.0
International Conference on Information and Knowledge Engineering,IKE,National: USA,National: USA,National: USA,C,C,C,C,C,,
"International Conference on Information, Communications and Signal Processing",ICICS,,,,B,B,B,B,B,13.0,19.0
International Conference on Innovations for Community Services (was Innovative Internet Computer Systems IICS until 2014),I4CS,C,C,C,C,C,C,C,C,,
International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems,CPAIOR,B,B,B,B,B,B,B,B,,
"International Conference on Intelligent Agents, Web Technologies, and Internet Commerce",IAWTIC,,,,B,B,B,B,B,,
International Conference on Intelligent Data Engineering and Automated Learning,IDEAL,C,C,C,C,C,C,C,C,14.0,25.0
International Conference on Intelligent Pervasive Computing,IPC,,,,C,C,C,C,C,13.0,19.0
"International Conference on Intelligent Software Methodologies, Tools, and Techniques (was International Conference on Software Methods and Tools)",SoMeT,C,C,B,B,B,B,B,B,10.0,15.0
International Conference on Intelligent Systems,ICIL,,,,C,C,C,C,C,86.0,125.0
International Conference on Intelligent Systems Designs and Applications,ISDA,C,C,C,C,C,C,C,C,13.0,22.0
International Conference on Intelligent Systems and Knowledge Engineering,ISKE,National: China,National: China,National: China,B,B,B,B,B,13.0,17.0
International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,C,B,B,B,B,B,B,B,,
International Conference on Intelligent Tutoring Systems,ITS,B,B,A,A,A,A,A,A,16.0,22.0
International Conference on Intelligent User Interfaces,IUI,A,A,A,A,A,A,A,A,52.0,90.0
"International Conference on Interaction Sciences: Information Technology, Culture and Human",ICIS,,,,C,C,C,C,C,39.0,46.0
International Conference on Interactive Digital Storytelling (2008 merger of 'ICVS International Conference on Virtual Storytelling' and 'TIDSE Technology for Interactive Digital Storytelling'),ICIDS,C,C,C,C,C,C,C,,14.0,18.0
International Conference on International and Communication Technologies,ICICTE,,,,C,C,C,C,C,38.0,54.0
International Conference on Internet Computing,IC,,,,B,B,B,B,B,38.0,55.0
International Conference on Internet Computing in Science and Engineering,ICICSE,C,C,C,C,C,C,C,C,,
International Conference on Internet Monitoring and Protection,ICIMP,C,C,C,C,C,C,C,C,,
International Conference on Internet Technologies and Applications,ITA,National: USA,National: USA,National: USA,B,B,B,B,B,8.0,17.0
International Conference on Internet and Web Applications and Services,ICIW,C,C,C,C,C,C,C,C,,
"International Conference on Internet of Things, Big Data and Security",IoTBDS,C,C,,,,,,,,
International Conference on Knowledge Discovery and Data Mining,WKDD,,,,C,C,C,C,C,124.0,213.0
International Conference on Knowledge Engineering and Knowledge Management,EKAW,B,B,B,B,B,B,B,B,17.0,25.0
International Conference on Knowledge Engineering and Ontology Development,KEOD,C,C,C,C,C,C,C,C,,
"International Conference on Knowledge Science, Engineering and Management",KSEM,C,B,B,B,B,B,B,B,17.0,25.0
International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,B,B,B,B,B,B,B,B,,
International Conference on Knowledge-based Intelligent Electronic Systems,KIES,,,,C,C,C,C,C,,
International Conference on Language and Automata Theory and Applications,LATA,C,C,C,C,C,C,C,C,,
International Conference on Learning Analytics and Knowledge,LAK,A,A,,,,,,,,
International Conference on Learning Representations,ICLR,A*,A*,,,,,,,304.0,584.0
International Conference on Legal Knowledge and Information Systems,JURIX,C,C,C,C,C,C,C,C,15.0,22.0
