id,title,acronym,paper_count,paper_text,status
ASE,40th IEEE/ACM International Conference Automated Software Engineering,ASE,0,,skipped-no-papers
ASIACCS,21st ACM Asia Conference on Computer and Communications Security,ASIACCS,0,,skipped-no-papers
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,2,"Adaptively Simulation-Secure Attribute-Hiding Predicate Encryption: This paper demonstrates how to achieve simulation-based strong attribute hiding against adaptive adversaries for predicate encryption (PE) schemes supporting expressive predicate families under standard computational assumptions in bilinear groups. Our main result is a simulation-based adaptively strongly partially-hidingPE (PHPE) scheme for predicates computing arithmetic branching programs (ABP) on public attributes, followed by an inner-product predicate on private attributes. This simultaneously generalizes attribute-based encryption (ABE) for boolean formulas and ABP’s as well as strongly attribute-hiding PE schemes for inner products. The proposed scheme is proven secure for any a priori bounded number of ciphertexts and an unbounded (polynomial) number of decryption keys, which is the best possible in the simulation-based adaptive security framework. This directly implies that our construction also achieves indistinguishability-based strongly partially-hiding security against adversaries requesting an unbounded (polynomial) number of ciphertexts and decryption keys. The security of the proposed scheme is derived under (asymmetric version of) the well-studied decisional linear (DLIN) assumption. Our work resolves an open problem posed by Wee in TCC 2017, where his result was limited to the semi-adaptive setting. Moreover, our result advances the current state of the art in both the fields of simulation-based and indistinguishability-based strongly attribute-hiding PE schemes. Our main technical contribution lies in extending the strong attribute hiding methodology of Okamoto and Takashima [EUROCRYPT 2012, ASIACRYPT 2012] to the framework of simulation-based security and beyond inner products.

Advances in Cryptology - ASIACRYPT 2008, 14th International Conference on the Theory and Application of Cryptology and Information Security, Melbourne, Australia, December 7-11, 2008. Proceedings: Strongly multiplicative linear secret sharing schemes (LSSS) have been a powerful tool for constructing secure multiparty computation protocols. However, it remains open whether or not there exist efficient constructions of strongly multiplicative LSSS from general LSSS. In this paper, we propose the new concept of a 3-multiplicative LSSS, and establish its relationship with strongly multiplicative LSSS. More precisely, we show that any 3-multiplicative LSSS is a strongly multiplicative LSSS, but the converse is not true; and that any strongly multiplicative LSSS can be efficiently converted into a 3-multiplicative LSSS. Furthermore, we apply 3-multiplicative LSSS to the computation of unbounded fan-in multiplication, which reduces its round complexity to four (from five of the previous protocol based on strongly multiplicative LSSS). We also give two constructions of 3-multiplicative LSSS from Reed-Muller codes and algebraic geometric codes. We believe that the construction and verification of 3-multiplicative LSSS are easier than those of strongly multiplicative LSSS. This presents a step forward in settling the open problem of efficient constructions of strongly multiplicative LSSS from general LSSS.",success
ASILOMAR,"Asilomar Conference on Signals, Systems, and Computers",ASILOMAR,0,,skipped-no-papers
ASONAM,IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,ASONAM,0,,skipped-no-papers
ASOR,National Conference of The Australian Society for Operations Research,ASOR,0,,skipped-no-papers
ASP-DAC,31st Asia and South Pacific Design Automation Conference,ASP-DAC,0,,skipped-no-papers
ASPDAC,31st Asia and South Pacific Design Automation Conference (ASP-DAC 2026),ASPDAC,0,,skipped-no-papers
ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,ASPLOS,2,"The ASPLOS 2025 / EuroSys 2025 Contest on Intra-Operator Parallelism for Distributed Deep Learning: A chief enabler of large-scale deep learning is the distribution of computation across multiple interconnected hardware accelerators. In order to unlock the maximum possible performance, a compiler must first select a reasonable strategy to parallelize a model's operations. Since neural network architectures admit multiple flavors of parallelism, determining the proper strategy for each instruction is a critical (albeit non-trivial) task. To solicit new ideas toward solving this challenging combinatorial optimization problem, we organized the ASPLOS 2025 / EuroSys 2025 Contest on Intra-Operator Parallelism for Distributed Deep Learning, a multi-month competition focused on advancing the state-of-the-art for model partitioning algorithms. In this paper, we offer a retrospective of this event, including the basic problem formulation, key challenges & opportunities, our new benchmark suite, and the quality of submissions received.

Efficient and scalable core multiplexing with M³v: The M³ system (ASPLOS ’16) proposed a hardware/software co-design that simplifies integration between general-purpose cores and special-purpose accelerators, allowing users to easily utilize them in a unified manner. M³ is a tiled architecture, whose tiles (cores and accelerators) are partitioned between applications, such that each tile is dedicated to its own application. The M³x system (ATC ’19) extended M³ by trading off some isolation to enable coarse-grained multiplexing of tiles among multiple applications. With M³x, if source tile t₁ runs code of application p and sends a message m to destination tile t₂ while t₂ is currently not associated with p, then m is forwarded to the right place through a “slow path”, via some special OS tile. In this paper, we present M³v, which extends M³x by further trading off some isolation between applications to support “fast path” communication that does not require the said OS tile’s involvement. Thus, with M³v, a tile can be efficiently multiplexed between applications provided it is a general-purpose core. M³v achieves this goal by 1) adding a local multiplexer to each such core, and by 2) virtualizing the core’s hardware component responsible for cross-tile communications. We prototype M³v using RISC-V cores on an FPGA platform and show that it significantly outperforms M³x and may achieve competitive performance to Linux.",success
ASRU,IEEE Workshop on Automatic Speech Recognition and Understanding,ASRU,0,,skipped-no-papers
ASSC,Australian System Safety Conference,ASSC,0,,skipped-no-papers
ASSETS,International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,0,,skipped-no-papers
ASSTA,Interspeech 2026,ASSTA,0,,skipped-no-papers
AST,The 7th ACM/IEEE International Conference on Automation of Software Test,AST,0,,skipped-no-papers
AST 2025,AST 2025,AST 2025,0,,skipped-no-papers
ATC,International Conference on Advanced and Trusted Computing (was International Conference on Autonomic and Trusted Computing),ATC,0,,skipped-no-papers
ATCM,30th Asian Technology Conference in Mathematics,ATCM,0,,skipped-no-papers
ATMOS,"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,0,,skipped-no-papers
ATSIP,International Conference on Advanced Technologies For Signal & Image Processing,ATSIP,0,,skipped-no-papers
ATVA,International Symposium on Automated Technology for Verification and Analysis,ATVA,0,,skipped-no-papers
AUSDM,Australasian Data Science and Machine Learning Conference,AUSDM,0,,skipped-no-papers
AUUG,Australian Unix and Open Source Users Group Conference,AUUG,0,,skipped-no-papers
AVI,2026 International Conference on Advanced Visual Interfaces,AVI,0,,skipped-no-papers
AVSS,22nd Conference on Advanced Visual and Signal-Based Systems,AVSS,0,,skipped-no-papers
AdCom,International Conference on Advanced Computing and Communications,AdCom,1,"Real-Time Headgear Detection in Videos Using Deep Learning Based Feature Extraction with A Supervised Classifier - ADCOM 2018: This paper presents an approach for detection of headgear in real-time video footages. The approach used is Feature Extraction followed by Classification. To pick specific features required for the aforesaid problem, a pre-trained deep learning model is used.",success
Ada Interact,Ada Interact 2025 — Where AI Meets Action,Ada Interact,0,,skipped-no-papers
Ada-Europe,International Conference on Reliable Software Technologies,Ada-Europe,0,,skipped-no-papers
AiML,Advances in Modal Logic 2026,AiML,0,,skipped-no-papers
Algosensors,International Symposium on Algorithms and Experiments for  Wireless Networks,Algosensors,0,,skipped-no-papers
AofA,"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,0,,skipped-no-papers
AofA 2025,"International Conference on Probabilistic, Combinatorial and Asymptotic Methods for the Analysis of Algorithms",AofA 2025,0,,skipped-no-papers
ArtsIT,"15th EAI International Conference: ArtsIT, Interactivity & Game Creation",ArtsIT,0,,skipped-no-papers
AsiaCCS,ACM ASIA Conference on Computer and Communications Security,AsiaCCS,0,,skipped-no-papers
AusDM,Australian Data Mining Conference,AusDM,0,,skipped-no-papers
AusPDC,24th Australasian Symposium on Parallel and Distributed Computing,AusPDC,0,,skipped-no-papers
Automotive_UI,International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications,Automotive_UI,0,,skipped-no-papers
BDCAT,"IEEE/ACM International Conference on Big Data Computing, Applications and Technologies",BDCAT,0,,skipped-no-papers
BIBE,The 26th IEEE International Conference on BioInformatics and BioEngineering,BIBE,0,,skipped-no-papers
BIBE2026,9th International Conference on Biological Information and Biomedical Engineering,BIBE2026,0,,skipped-no-papers
BMVC,British Machine Vision Conference,BMVC,4,"FADE: Few-shot/zero-shot Anomaly Detection Engine using Large Vision-Language Model: Automatic image anomaly detection is important for quality inspection in the manufacturing industry. The usual unsupervised anomaly detection approach is to train a model for each object class using a dataset of normal samples. However, a more realistic problem is zero-/few-shot anomaly detection where zero or only a few normal samples are available. This makes the training of object-specific models challenging. Recently, large foundation vision-language models have shown strong zero-shot performance in various downstream tasks. While these models have learned complex relationships between vision and language, they are not specifically designed for the tasks of anomaly detection. In this paper, we propose the Few-shot/zero-shot Anomaly Detection Engine (FADE) which leverages the vision-language CLIP model and adjusts it for the purpose of industrial anomaly detection. Specifically, we improve language-guided anomaly segmentation 1) by adapting CLIP to extract multi-scale image patch embeddings that are better aligned with language and 2) by automatically generating an ensemble of text prompts related to industrial anomaly detection. 3) We use additional vision-based guidance from the query and reference images to further improve both zero-shot and few-shot anomaly detection. On the MVTec-AD (and VisA) dataset, FADE outperforms other state-of-the-art methods in anomaly segmentation with pixel-AUROC of 89.6% (91.5%) in zero-shot and 95.4% (97.5%) in 1-normal-shot. Code is available at https://github.com/BMVC-FADE/BMVC-FADE.

An In Depth View of Saliency: Presented at the 24th British Machine Vision Conference (BMVC 2013), 9-13 September 2013, Bristol, UK.

Learning Exposure Correction Via Consistency Modeling: Existing works on exposure correction have exclusively focused on either under-exposure or over-exposure. Recent work targeting both under-, and over-exposure achieved state of the art. However, it tends to produce images with inconsistent correction and sometimes color artifacts. In this paper, we propose a novel neural network architecture for exposure correction. The proposed network targets both under-, and over-exposure. We introduce a deep feature matching loss that enables the network to learn exposure-invariant representation in the feature space, which guarantees image exposure consistency. Moreover, we leverage a global attention mechanism to allow long-range interactions between distant pixels for exposure correction. This results in consistently corrected images, free of localized color distortions. Through extensive quantitative and qualitative experiments, we demonstrate that the proposed network outperforms the existing state-of-the-art. Code: https://github.com/elientumba2019/Exposure-Correction-BMVC-2021

Simultaneous Pose, Focal Length and 2D-to-3D Correspondences from Noisy Observations: Presentado al 24th BMVC celebrado en Bristol (UK) del 9 al 13 de septiembre 2013.-- The copyright of this document resides with its authors.",success
BPM,International Conference in Business Process Management,BPM,0,,skipped-no-papers
BSN,IEEE-EMBS International Conference on Body Sensor Networks,BSN,0,,skipped-no-papers
BTW,"Datenbanksysteme für Business, Technologie und Web",BTW,0,,skipped-no-papers
BigData,2026 IEEE International Conference on Big Data,BigData,8,"Categorical Models for BigData: This paper shows how concepts coming from category theory associated to a functional programming language can help to formalize and reason about data and get efficient programs in a BigData context. More precisely, it shows how data structures can be modeled by functors related by natural transformations (and isomorphisms). The transformation functions can then serve to shift a data structure and then get another program (eventually educing time complexity). The paper then explains the main concepts of the theory, how to apply them and gives an application to a concrete database and the performances obtained.

IEEE BigData Cup 2023 Report: Object Recognition with Muon Tomography Using Cosmic Rays: We summarize the results of the IEEE BigData 2023 Cup: Object Recognition with Muon Tomography using Cosmic Rays - a data mining competition organized at the KnowledgePit.ai platform in association with the IEEE BigData 2023 conference. We describe the challenge at the heart of the competition task, as well as the data acquisition and preparation steps. We present the entire process of preparing experiments and subsequent data analysis for the purpose of recognizing X-rayed objects using muon tomography techniques. We conclude this analysis by presenting the baseline as well as the winning solution of the object segmentation algorithms for the research space reconstruction and object classification.

AI Composite Sensor using BigData for Energy Management System: We are developing AI composite sensor technology enabling enhanced function and performance in detection and provision of energy consumption and energy influence factor. Based on SW sensors, we maximized the reliability and management efficiency of energy management. Energy consumption and energy impact factors were detected and provided through the acquisition of various new sensing information and AI convergence of learning and reasoning.

IEEE BigData 2023 Keystroke Verification Challenge (KVC): Institute, Warsaw, Poland This paper describes the results of the IEEE BigData 2023 Keystroke Verification Challenge 1 (KVC), that considers the biometric verification performance of Keystroke Dynamics (KD), captured as tweet-long sequences of variable transcript text from over 185,000 subjects. The data are obtained from two of the largest public databases of KD up to date, the Aalto Desktop and Mobile Keystroke Databases, guaranteeing a minimum amount of data per subject, age and gender annotations, absence of corrupted data, and avoiding excessively unbalanced subject distributions with respect to the considered demographic attributes. Several neural architectures were proposed by the participants, leading to global Equal Error Rates (EERs) as low as 3.33% and 3.61% achieved by the best team respectively in the desktop and mobile scenario, outperforming the current state of the art biometric verification performance for KD. Hosted on CodaLab2, the KVC will be made ongoing to represent a useful tool for the research community to compare different approaches under the same experimental conditions and to deepen the knowledge of the field.

Large Model Fine-tuning for Suicide Risk Detection Using Iterative Dual-LLM Few-Shot Learning with Adaptive Prompt Refinement for Dataset Expansion: An approach to detecting suicide risk in social media posts is presented, addressing the challenges of limited and imbalanced datasets. The proposed workflow combines large language models (LLMs), few-shot learning, and expert-supervised prompt optimization. To address class imbalance, a novel Iterative Dual-LLM Few-Shot Learning with Adaptive Prompt Refinement (IDFL-APR) method for dataset expansion is introduced. This method employs two LLMs: one for classifying posts using few-shot learning, and another for dynamically optimizing prompts, with expert oversight to prevent overfitting. The optimized LLM then identifies high-confidence samples from unclassified data, focusing on underrepresented categories. Back-translation techniques are further applied to enhance textual diversity and achieve dataset balance across all categories. Subsequently, the bloomz-3b model is fine-tuned using optimized hyperparameters, implementing an active learning strategy to iteratively augment the training set. The proposed approach significantly enhances suicide risk detection accuracy. The best-performing model achieved a weighted F1-score of 0.7154 on the test set provided by the Suicide Ideation Detection on Social Media Challenge, a track of the IEEE Big Data 2024 BigData Cup. These results demonstrate a robust solution to the inherent challenges in suicide detection tasks.

IEEE Big Data Cup 2024 Report: Predicting Chess Puzzle Difficulty at KnowledgePit.ai: We summarize the results of the IEEE BigData 2024 Cup: Predicting Chess Puzzle Difficulty – a data science competition organized at the knowledgepit.ai platform in association with the IEEE BigData 2024 conference. We describe the competition goal and tie it to existing research on human-computer interaction, focusing on task difficulty estimation and aligning human and AI behavior. We explain how we acquired and processed the data, separately for training and testing datasets. We review submitted solutions and evaluate their performance by comparing them to a simple benchmark. We explain how the achieved rating differences translate to user experience when solving chess puzzles. We further explore the concept of chess puzzle difficulty by replicating competition results with puzzle ratings obtained using chess bots only. We conclude with a summary of our findings and directions for future studies, as well as an invitation to the next edition of the competition in 2025.

A Knowledge-Driven Multi-Tier Architecture for Lossless Medical Image Storage and Sub-Second Retrieval in Large-Scale Neuroimaging Studies: Massive neuroimaging repositories now reach multiterabyte scale and routinely blend images with clinical, biomarker, and longitudinal context. Traditional PACS retain diagnostic fidelity but are constrained to narrow metadata queries and offer limited cross-domain integration. This paper presents a knowledge-driven multi-tier architecture that combines a labeledproperty knowledge graph using Neo4j for semantic linkage, a search index using Elasticsearch for high-throughput filtering, and a multi-tier file-system store that preserves original DICOMs alongside lossless full-resolution derivatives mainly 16-bit PNG and TIFF and thumbnails using JPEG. Using the Alzheimer's Disease Neuroimaging Initiative (ADNI) as a case study, the system ingests tens of thousands of MRI/PET studies and associated tabular context into a graph of approximately 40 k nodes and 1.16 m relationships, while indexing image metadata for fast lookup. Ingestion employs batched, I/O-aware pipelines, and retrieval is interactive for common filters, with complex crossentity traversals accelerated by targeted indexing and caching. Lossless handling is validated through pixel-wise checks on random samples, complete pixel-value preservation and modalityspecific spot tests, ensuring diagnostic equivalence between stored originals and derived images. The result is a scalable, standardsaligned platform that preserves fidelity, enables rich queries across imaging and clinical domains, and supports practical bigdata neuroimaging workflows.

Mental Level Prediction using Long Sentence Discriminators and Language Generation Models: In this paper, I describe a method for mental level prediction using long sentence discriminators and language generation models in the IEEE BigData 2024 Cup: Detection of Suicide Risk on Social Media. The approach consists of five steps. First, complex preprocessing is performed on the labeled text data, which is then passed to MentaLLaMa, a language generation model, to generate paraphrased text. Second, pseudo-labels are assigned to the unlabeled text using a fine-tuned mental-longformer, one of the long sentence discriminators, with the generated text and the original labeled text. At this time, two methods are implemented for data validation: the Hold-Out method and the Stratified K-Fold method, respectively. Third, perform complex and simple preprocessing on all text and fine-tune mental-longformer for each type. At this time, cross-validation by stratified K-Fold is performed. In addition, since there are two types of pseudo-labeled text, the same content is implemented twice. Fourth, a simple preprocessing is performed on the text that implements the Hold-Out method when assigning pseudo-labels, and the predicted probabilities output by mental-longformer for that text are passed to TabPFN, a transducer-based classifier, to obtain prediction results. Finally, I compute the final result by combining the mental-longformer predictions for the complex preprocessed text with the TabPFN predictions obtained above. For fine-tuning, a combination of Label Smoothing, Focal Loss, and Class Balanced Loss was used as the loss function. The method achieved an intermediate score of 0.7657 and a final score of 0.7505, proving that it is effective in predicting for small amounts of long sentences.",success
Broadnets,"International Conference on Broadband Communications, Networks and Systems",Broadnets,0,,skipped-no-papers
C&C,ACM Creativity & Cognition Conference 2026,C&C,0,,skipped-no-papers
CAADRIA,Computer-Aided Architectural Design Research in Asia,CAADRIA,0,,skipped-no-papers
CADE,International Conference on Automated Deduction,CADE,1,"Proceedings 8th International Workshop on Theorem Proving Components for Educational Software, ThEdu@CADE 2019, Natal, Brazil, 25th August 2019: This EPTCS volume contains the proceedings of the ThEdu'19 workshop, promoted on August 25, 2019, as a satellite event of CADE-27, in Natal, Brazil. Representing the eighth installment of the ThEdu series, ThEdu'19 was a vibrant workshop, with an invited talk by Sarah Winkler, four contributions, and the first edition of a Geometry Automated Provers Competition. After the workshop an open call for papers was issued and attracted seven submissions, six of which have been accepted by the reviewers, and collected in the present post-proceedings volume. 
The ThEdu series pursues the smooth transition from an intuitive way of doing mathematics at secondary school to a more formal approach to the subject in STEM education, while favoring software support for this transition by exploiting the power of theorem-proving technologies. 
The volume editors hope that this collection of papers will further promote the development of theorem-proving-based software, and that it will collaborate on improving mutual understanding between computer mathematicians and stakeholders in education.",success
CAIN,International Conference on AI Engineering – Software Engineering for AI,CAIN,0,,skipped-no-papers
CAINE,ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,0,,skipped-no-papers
CAIP,International Conference on Computer Analysis of Images and Patterns,CAIP,0,,skipped-no-papers
CALCO,Conference on Algebra and Coalgebra in Computer Science,CALCO,0,,skipped-no-papers
CANS,International Conference on Cryptology and Network Security,CANS,0,,skipped-no-papers
CARDIS,Smart Card Research and Advanced Application Conference,CARDIS,0,,skipped-no-papers
CASC,Computer Algebra in Scientific Computing,CASC,1,"Computer Algebra in Scientific Computing: 21st International Workshop, CASC 2019, Moscow, Russia, August 26–30, 2019, Proceedings: Rings is an open-source library, written in Java and Scala programming languages, which implements basic concepts and algorithms from computational commutative algebra. The goal of the Rings library is to provide a high-performance implementation packed into a lightweight library (not a full-featured CAS) with a clean application programming interface (API), which meets modern standards of software development. Polynomial arithmetic, GCDs, factorization, and Gröbner bases are implemented with the use of modern fast algorithms. Rings provides a simple API with a fully typed hierarchy of algebraic structures and algorithms for commutative algebra. The use of the Scala language brings a quite novel powerful, strongly typed functional programming model allowing to write short, expressive, and fast code for applications.",success
CASES,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,0,,skipped-no-papers
CATA,International Conference on Computers and their Applications,CATA,0,,skipped-no-papers
CAV,38th International Conference on Computer Aided Verification,CAV,1,"SoftMC 2003: Workshop on Software Model Checking: Abstract This volume contains the Proceedings of the 2nd Workshop on Software Model Checking, which was held on 14 July 2003 in Boulder, Colorado. The Workshop was a satellite event of the Conference on Computer Aided Verification (CAV) 2003. The first Workshop on Software Model Checking (SoftMC) was held in 2001. Since that time, the field has grown tremendously and we've made a lot of progress in pushing the state-of-the-art. We are now entering a stage where the strengths and limitations of the current approaches are perhaps better understood. With this in mind we invited Dawson Engler to open the workshop with a presentation on using both static analysis and model checking for finding errors in programs. A companion paper to this presentation is included in the proceedings. But, what does the future hold? Can we analyze real programs? Will software model checking ever be push-button? Do we (only) care about finding errors? Can we leverage SAT technology like hardware model checking does? Hopefully we answered some of these questions and more at the 2003 Workshop on Software Model Checking. Our intention for this second workshop was to help provide a springboard for the next phase of development in software model checking. The call for papers resulted in 18 submissions, of which 8 were selected for presentation. The selection process consisted of each paper receiving 3 reviews, followed by a virtual Program Committee meeting. This year the selection process was particularly hard, due to the high level of the submissions, and we are very grateful to the PC and the additional reviewers for their efforts in this regard. Program Committee
 Byron Cook (Microsoft) David Dill (Stanford University) Patrice Godefroid (Bell Laboratories, Lucent Technologies) Susanne Graf (Verimag) Gerard Holzmann (NASA/JPL Laboratory for Reliable Software) Radu Mateescu (INRIA Rhone-Alpes/VASY) Scott Stoller (State University of New York at Stony Brook) Willem Visser (RIACS/NASA Ames Research Center) Additional Reviewers: Aurore Collomb, Shuvendu Lahiri, Frederic Lang, Jacob Lichtenberg, Kedar Namjoshi and Wendelin Serwe We would also like to thank Microsoft Research for generously providing financial support and the CAV 2003 organizers for their help in organizing the workshop.",success
CAivDE,Computer Graphics International 2026,CAivDE,0,,skipped-no-papers
CBMI,IEEE International Conference on Content-Based Multimedia Indexing,CBMI,0,,skipped-no-papers
CBMS,39th IEEE International Symposium on Computer-Based Medical Systems,CBMS,1,"A Deep Learning-based Radiomics Approach for COVID-19 Detection from CXR Images using Ensemble Learning Model: Medical image analysis plays a major role in aiding physicians in decision-making. Specifically in detecting COVID-19, Deep Learning (DL) and radiomic approaches have achieved promising results separately. However, DL results are hard to interpret/visualize, and the radiomic approach encompasses successive steps, such as image acquisition, image processing, segmentation, feature extraction, and analysis. In this paper, we integrate DL with radiomic approaches, aiding in detecting COVID-19. We use DL models to extract 128 relevant deep radiomic features to assess COVID-19 from several image sources of 392 representative chest X-ray (CXR) exams. We avoid successive radiomic steps by employing DL (transfer learning) from Imagenet's VGG-16, ResNet50V2, and DenseNet201 networks. We considered a set of Machine Learning (ML) algorithms to further validate our results, providing an ensemble model to detect COVID-19. Our experimental results show that our approach achieved 95% AUC using 128 relevant features from DenseNet201. Conversely, our ensemble model presented 91% AUC, indicating that deep learning-based radiomics could increase binary classification performance in a real scenario. In addition, we highlight that our approach can be adapted to create other DL-based radiomics tools. For reproducibility, we made our code available at https://github.com/usmarcv/CBMS-DL-based-radiomics.",success
CC,International Conference on Compiler Construction,CC,0,,skipped-no-papers
CCA,Twenty-Third International Conference on Computability and Complexity in Analysis,CCA,0,,skipped-no-papers
CCC,Computational Complexity Conference,CCC,0,,skipped-no-papers
CCEM,IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING IN EMERGING MARKETS,CCEM,1,"Message from the CCEM 2019 General Chairs: Over this decade, the IEEE International Conference on Cloud Computing in Emerging Markets (CCEM) has become synonymous with research on cloud computing and allied areas to solve problems faced by developing economies. This year’s edition of the conference witnessed a fascinating variety in research themes, applied problem domains, and geographic spread. Research areas presented at the conference spanned cloud-native AI, ML, predictive analytics and IoT; applied domains ranged from disease diagnosis to agriculture; submitting authors represented universities from Moscow to Dhaka.",success
CCGRID,"The 26th IEEE International Symposium on Cluster, Cloud, and Internet Computing",CCGRID,0,,skipped-no-papers
CCNC,IEEE Consumer Communications & Networking Conference,CCNC,0,,skipped-no-papers
CCS,ACM Conference on Computer and Communications Security,CCS,1,"Post-Quantum Issuer-Hiding Anonymous Credential Scheme: Anonymous credential schemes are a key application in modern cryptography. Recent research has advanced these schemes by incorporating issuer-hiding capabilities, which prevent the disclosure of the credential issuer’s identity. While several issuer-hiding anonymous credential schemes exist, none offer resilience against quantum computing adversaries. To address this gap, we propose a post-quantum issuer-hiding anonymous credential scheme, building on the recent work known as ring referral (S&P ’25), which allows anonymous signatures from third-party signers. Ring referral is an integration of ring signature and anonymous credential schemes, enabling issuer-hiding anonymous credentials. In this paper, we present an efficient lattice-based ring referral scheme, which supports quantum-resistant security. Our scheme extends a recent lattice-based credential scheme (CCS ’24) via LNP proof system (CRYPTO ’22).",success
CCTA,The 10th IEEE Conference on Control Technology and Applications (CCTA) 2026,CCTA,0,,skipped-no-papers
CD-MAKE,International Cross-Domain Conference for Machine Learning and Knowledge Extraction,CD-MAKE,0,,skipped-no-papers
CDVE,"International Conference on Cooperative Design, Visualization and Engineering",CDVE,0,,skipped-no-papers
CEC,2026 IEEE World Congress on Computational Intelligence,CEC,0,,skipped-no-papers
CENTERIS,International Conference on ENTERprise Information Systems,CENTERIS,4,"Complexity in Project Management: Understanding complexity is of significance importance for project managers because of the differences associated with decision making and goal attainment that appear to be related to complex projects. As projects have become more and more complex there has been an increasing concern about the concept of project complexity as it influences upon the project management process. The importance of complexity to the project management process is widely acknowledged for several reasons. Complexity affects the modelling, evaluation, and control of projects and the objectives of time, cost, quality and safety. Complexity can also affect the selection of an appropriate project organization form and the project management arrangement including the expertise and experience requirements of project managers. In this paper the concept of project complexity is analysed and the main models of project complexity are presented. Our results evidence two aspects, the lack of consensus when defining project complexity and the fact that the focus of complexity models is basically on goals and methods, the level of agreement and certainty or the number of elements and their interdependency no taking into account other critical aspects of complexity. © 2017 The Authors. Published by Elsevier B.V. Peer-review under responsibility of the scientific committee of the CENTERIS International Conference on ENTERprise Information Systems / ProjMAN International Conference on Project MANagement / HCist International Conference on Health and Social Care Information Systems and Technologies.

Decision making in Engineering Projects: Even though risk management is a vital aspect of project management, the way that risk-based decisions are taken in projects is not well documented. Economic theory employs the concept of utility and assumes that decision makers are rational. Behavioural economics and prospect theory challenge this idea, making a number of specific claims about how decision-making behaviour deviates from rationality in practice. Based on a focus group discussion with project managers, this research highlights the importance of risk management in underpinning decision making and investigates the extent of rationality and applicability of prospect theory in an engineering project context. Prospect theory’s claims of reference dependence and loss aversion are found to be important, but the claims of diminishing sensitivity and probability weighting appear to be less relevant. © 2021 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0) Peer-review u der responsibility of the scientific committee of the CENTERIS I ternational Conference on ENTERprise Info mat on Syst ms / ProjMAN Internat o al Conferenc on Project MANageme / HCist International Conference on Health and Social Care Information Systems and Technologies 2021

The relative importance of healthy food labels when shopping for groceries online: This is an open access article under the CC BY-NC-ND license Peer-review under responsibility of the scientific committee of the CENTERIS -International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies.

Current and future state of Portuguese organizations towards digital transformation: CENTERIS - International Conference on ENTERprise Information Systems/ProjMAN - International Conference on Project MANagement / HCist - International Conferenc on Health and Social Care Information Systems and Technologies, CENTERIS/ProjMAN/HCist 2019",success
CERIAS,Information Security Symposium,CERIAS,0,,skipped-no-papers
CGAL,Computational Geometry Algorithms Library,CGAL,0,,skipped-no-papers
CGI,Computer Graphics International 2026,CGI,0,,skipped-no-papers
CGIP,3rd International Conference on Computer Graphics and Image Processing,CGIP,0,,skipped-no-papers
CGO,International Symposium on Code Generation and Optimization,CGO,0,,skipped-no-papers
CHASE,International Conference on Cooperative and Human Aspects of Software Engineering,CHASE,0,,skipped-no-papers
CHES,Workshop on Cryptographic Hardware and Embedded Systems,CHES,0,,skipped-no-papers
